start_Time,open,high,low,close,volume,%K,%D
2024-09-19 09:15:00,151.52000427246094,152.13999938964844,151.27000427246094,151.5399932861328,2021265,,
2024-09-19 09:30:00,151.5500030517578,151.85000610351562,151.4499969482422,151.74000549316406,905729,,
2024-09-19 09:45:00,151.75,151.85000610351562,150.8000030517578,150.85000610351562,1148969,,
2024-09-19 10:00:00,150.85000610351562,151.1699981689453,150.52999877929688,150.6300048828125,1523595,,
2024-09-19 10:15:00,150.60000610351562,151.0,150.24000549316406,150.3699951171875,1428737,,
2024-09-19 10:30:00,150.3300018310547,150.77000427246094,150.16000366210938,150.25,1013011,,
2024-09-19 10:45:00,150.25,150.75,149.80999755859375,150.30999755859375,1227941,,
2024-09-19 11:00:00,150.33999633789062,150.39999389648438,149.64999389648438,149.82000732421875,1071834,,
2024-09-19 11:15:00,149.82000732421875,149.82000732421875,148.6699981689453,148.72000122070312,1853057,,
2024-09-19 11:30:00,148.75,149.17999267578125,148.0500030517578,148.3300018310547,1907465,,
2024-09-19 11:45:00,148.3300018310547,148.77000427246094,147.8000030517578,148.2899932861328,3449836,,
2024-09-19 12:00:00,148.2100067138672,149.25999450683594,148.13999938964844,149.0800018310547,991620,,
2024-09-19 12:15:00,149.10000610351562,149.2899932861328,148.60000610351562,148.67999267578125,889054,,
2024-09-19 12:30:00,148.60000610351562,149.8000030517578,148.60000610351562,149.61000061035156,1064681,,
2024-09-19 12:45:00,149.6699981689453,149.94000244140625,148.82000732421875,148.8300018310547,1128444,,
2024-09-19 13:00:00,148.8300018310547,148.99000549316406,148.52999877929688,148.58999633789062,717728,,
2024-09-19 13:15:00,148.5800018310547,149.24000549316406,148.5800018310547,148.89999389648438,1009988,,
2024-09-19 13:30:00,148.9499969482422,149.0,148.61000061035156,148.85000610351562,852232,,
2024-09-19 13:45:00,148.80999755859375,148.86000061035156,148.39999389648438,148.83999633789062,862631,,
2024-09-19 14:00:00,148.83999633789062,149.0,148.60000610351562,148.6699981689453,741369,,
2024-09-19 14:15:00,148.72000122070312,149.24000549316406,148.55999755859375,149.19000244140625,1411265,,
2024-09-19 14:30:00,149.19000244140625,149.27000427246094,148.9499969482422,149.1199951171875,1242826,,
2024-09-19 14:45:00,149.1199951171875,149.2899932861328,148.9600067138672,149.1999969482422,1484338,,
2024-09-19 15:00:00,149.24000549316406,149.64999389648438,149.24000549316406,149.55999755859375,3254383,,
2024-09-19 15:15:00,149.5500030517578,150.16000366210938,149.3300018310547,150.0800018310547,3028547,,
2024-09-20 09:15:00,150.86000061035156,152.6699981689453,150.7899932861328,152.3300018310547,4304947,,
2024-09-20 09:30:00,152.3000030517578,152.36000061035156,151.49000549316406,151.74000549316406,2236392,,
2024-09-20 09:45:00,151.74000549316406,152.24000549316406,151.5500030517578,152.1199951171875,1347598,,
2024-09-20 10:00:00,152.13999938964844,152.25,151.82000732421875,152.0,1304887,,
2024-09-20 10:15:00,152.0,152.3000030517578,151.82000732421875,152.0,1011172,88.70165819769402,
2024-09-20 10:30:00,151.99000549316406,153.0,151.89999389648438,152.8000030517578,2532616,91.69124025642317,
2024-09-20 10:45:00,152.8300018310547,152.92999267578125,152.58999633789062,152.82000732421875,1519501,95.71972431309102,92.03754092240274
2024-09-20 11:00:00,152.82000732421875,153.0,152.60000610351562,152.86000061035156,1222938,100.0,95.80365485650474
2024-09-20 11:15:00,152.88999938964844,153.3300018310547,152.83999633789062,153.0,1533543,100.0,98.573241437697
2024-09-20 11:30:00,152.94000244140625,153.07000732421875,152.6999969482422,152.94000244140625,715805,99.11049439577698,99.70349813192566
2024-09-20 11:45:00,152.89999389648438,153.1999969482422,152.8800048828125,152.88999938964844,893278,97.3802857475247,98.83026004776723
2024-09-20 12:00:00,152.91000366210938,153.0,152.61000061035156,152.75999450683594,696019,92.73516035898324,96.40864683409497
2024-09-20 12:15:00,152.82000732421875,152.8800048828125,152.4499969482422,152.58999633789062,537506,82.97963333963861,91.03169314871552
2024-09-20 12:30:00,152.55999755859375,152.77999877929688,152.25,152.72999572753906,761537,63.43964962707164,79.71814777523116
2024-09-20 12:45:00,152.74000549316406,153.27000427246094,152.64999389648438,152.75,1572305,47.70747693187167,64.70891996619396
2024-09-20 13:00:00,152.77999877929688,153.0,152.75,152.88999938964844,622438,41.97744613985359,51.0415242329323
2024-09-20 13:15:00,152.82000732421875,153.0,152.5800018310547,152.64999389648438,804964,29.91430516733951,39.866409413021586
2024-09-20 13:30:00,152.66000366210938,152.69000244140625,150.8000030517578,150.97000122070312,4164364,16.958269917747625,29.616673741646906
2024-09-20 13:45:00,150.94000244140625,151.8800048828125,150.82000732421875,151.27999877929688,2808917,4.540045701686606,17.137540262257914
2024-09-20 14:00:00,151.25,151.85000610351562,151.02999877929688,151.83999633789062,957761,16.493411821285516,12.663909146906581
2024-09-20 14:15:00,151.80999755859375,152.1199951171875,151.14999389648438,151.58999633789062,1142738,25.426337675096846,15.486598399356323
2024-09-20 14:30:00,151.63999938964844,151.8000030517578,151.3000030517578,151.30999755859375,771968,26.54466138428285,22.82147029355507
2024-09-20 14:45:00,151.3000030517578,152.6199951171875,151.3000030517578,151.85000610351562,3142259,27.72833939642564,26.56644615193511
2024-09-20 15:00:00,151.8800048828125,152.19000244140625,151.66000366210938,151.97999572753906,9068763,34.000441866214345,29.42448088230761
2024-09-20 15:15:00,151.99000549316406,152.27999877929688,151.92999267578125,152.00999450683594,7029072,44.94477816070363,35.55785314111454
2024-09-24 09:15:00,155.1699981689453,157.14999389648438,154.97999572753906,156.75,15896342,65.14106736229526,48.028762463071075
2024-09-24 09:30:00,156.77999877929688,157.8699951171875,156.75,157.6699981689453,11940440,83.26937237202856,64.45173929834247
2024-09-24 09:45:00,157.69000244140625,159.22999572753906,157.6699981689453,159.0,13037743,100.0,82.80347991144127
2024-09-24 10:00:00,158.82000732421875,159.4600067138672,158.55999755859375,159.05999755859375,8885317,100.0,94.42312412400952
2024-09-24 10:15:00,159.13999938964844,159.5,158.72000122070312,159.0,6070346,99.55140077126187,99.85046692375396
2024-09-24 10:30:00,158.97999572753906,159.38999938964844,158.75,159.0399932861328,3695653,99.1742104171082,99.57520372945669
2024-09-24 10:45:00,159.0399932861328,159.1199951171875,158.0500030517578,158.6699981689453,5156054,95.44665279694748,98.05742132843919
2024-09-24 11:00:00,158.67999267578125,159.1699981689453,158.41000366210938,159.10000610351562,4498534,93.16035317353065,95.92707212919545
2024-09-24 11:15:00,159.10000610351562,159.17999267578125,158.82000732421875,158.94000244140625,2908694,89.27873705738648,92.6285810092882
2024-09-24 11:30:00,158.94000244140625,159.25999450683594,158.9199981689453,159.1699981689453,2054157,89.3973021424302,90.61213079111577
2024-09-24 11:45:00,159.17999267578125,159.42999267578125,159.0,159.05999755859375,2283319,86.52940089021935,88.40181336334535
2024-09-24 12:00:00,159.10000610351562,159.13999938964844,158.8000030517578,158.9600067138672,1717029,83.61786413803306,86.51485572356087
2024-09-24 12:15:00,158.9600067138672,159.08999633789062,158.8300018310547,158.94000244140625,1376342,79.69873193274734,83.28199898699991
2024-09-24 12:30:00,158.92999267578125,159.89999389648438,158.8699951171875,159.8800048828125,4351519,69.59624073935211,77.63761227004416
